D_SMILES,D_name,A_SMILES,A_name,Jsc(mAcm-2),Voc(V),FF(%),PCE(%),DOI,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C4C(SC(C5=CC6=C(C(SC([*])=C7)=C7C8=C6SC(C9=CC=C(CCC(CCCCCCCC)CCCCCCCCCC)S9)=N8)S5)=C4)=C2C%10=CC=C(CC(CCCC)CC)S%10)S1,P,CCC1(CC)C2=C(C=CC(/C=C/C3=CC(C)=C(/C(C4=C(C)C=C(C)C=C4C)=C4N=C(/C=C/C5=CC=C(N(C)C)C=C5)C=C4C)N3B(F)F)=C2)C2=C1C1=C(C3=C2C(CC)(CC)C2=C3C=CC(/C=C/C3=CC(C)=C(/C(C4=C(C)C=C(C)C=C4C)=C4N=C(/C=C/C5=CC=C(N(C)C)C=C5)C=C4C)N3B(F)F)=C2)C(CC)(CC)C2=C1C=CC(/C=C/C1=CC(C)=C(/C(C3=C(C)C=C(C)C=C3C)=C3N=C(/C=C/C4=CC=C(N(C)C)C=C4)C=C3C)N1B(F)F)=C2,3a,19.92,1.02,0.66,13.41,https://doi.org/10.1021/acsaem.1c03781,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C4C(SC(C5=CC6=C(C(SC([*])=C7)=C7C8=C6SC(C9=CC=C(CCC(CCCCCCCC)CCCCCCCCCC)S9)=N8)S5)=C4)=C2C%10=CC=C(CC(CCCC)CC)S%10)S1,P,CCC1(CC)C2=C(C=CC(/C=C/C3=CC(C)=C(/C(C4=C(C)C=C(C)C=C4C)=C4N=C(/C=C/C5=CC=C(N(C6=CC=CC=C6)C6=CC=CC=C6)C=C5)C=C4C)N3B(F)F)=C2)C2=C1C1=C(C3=C2C(CC)(CC)C2=C3C=CC(/C=C/C3=CC(C)=C(/C(C4=C(C)C=C(C)C=C4C)=C4N=C(/C=C/C5=CC=C(N(C6=CC=CC=C6)C6=CC=CC=C6)C=C5)C=C4C)N3B(F)F)=C2)C(CC)(CC)C2=C1C=CC(/C=C/C1=CC(C)=C(/C(C3=C(C)C=C(C)C=C3C)=C3N=C(/C=C/C4=CC=C(N(C5=CC=CC=C5)C5=CC=CC=C5)C=C4)C=C3C)N1B(F)F)=C2,3b,18.34,1.05,0.61,11.75,https://doi.org/10.1021/acsaem.1c03781,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC=C(C3=CC4=C(S3)C3=C(C=C(/C=C5/C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C13)S2,WHC-2,21.34,0.75,0.57,9.37,https://doi.org/10.1021/acsaem.1c03741,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3/C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CN=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C13)S2,WHC-1,17.83,0.69,0.54,6.61,https://doi.org/10.1021/acsaem.1c03741,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(C(=O)OCC(CC)CCCC)C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(C(=O)OCC(CC)CCCC)C=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1,IDT-3EsT-2IC2F,14.68,0.89,0.58,7.54,https://doi.org/10.1021/acsaem.1c02403,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(C(=O)OCC(CC)CCCC)C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(C(=O)OCC(CC)CCCC)C=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)=C2)C=C1,IDT-3EsT,13.49,0.98,0.56,7.43,https://doi.org/10.1021/acsaem.1c02403,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC(C(=O)OCC(CC)CCCC)=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC(C(=O)OCC(CC)CCCC)=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1,IDT-4EsT-2IC2F,13.02,0.74,0.56,5.45,https://doi.org/10.1021/acsaem.1c02403,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C1=C(C=C(/C=C4C(=O)C5=C(CCC=C5)C4=C(C#N)C#N)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(CCC=C3)C1=C(C#N)C#N)=C2,O-ITIC,16.8,0.97,0.69,10.9,https://doi.org/10.1021/acsaem.1c02067,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=CC=C(/C=C6/C(=O)C7=C(C=CC=C7)C6=C(C#N)C#N)C6=NSN=C56)S2)S3)C(C2=CC=C(CCCCCCCC)C=C2)(C2=CC=C(CCCCCCCC)C=C2)C2=C4SC3=C2SC(C2=CC=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)C4=NSN=C24)=C3)C=C1,IT-BT-ICN,17.54,0.87,0.73,11.14,https://doi.org/10.1021/acsaem.1c01872,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCC1=CC=C(C2(C3=CC=C(C)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=CC=C(C=C(C#N)C#N)C6=NSN=C56)S2)S3)C(C2=CC=C(CCCCCCCC)C=C2)(C2=CC=C(CCCCCCCC)C=C2)C2=C4SC3=C2SC(C2=CC=C(C=C(C#N)C#N)C4=NSN=C24)=C3)C=C1,IT-BT-CN,16.38,1,0.62,10.2,https://doi.org/10.1021/acsaem.1c01872,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C4C(SC(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C([*])S7)C8=NN(CC(CCCCCCCC)CCCCCC)N=C68)S5)=C4)=C2C9=CC=C(CC(CCCC)CC)S9)S1,J52,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C(/C=C/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=CS3)=C2)C=C1,i-V-4F,19.56,0.75,0.57,8.44,https://doi.org/10.1021/acsaem.1c00467,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(S5)C6=C(C(F)=C(C7=NN(N=C67)CC(CCCCCC)CCCCCCCC)C8=CC=C(S8)[*])F)=C4)=C2C9=CC(F)=C(S9)CC(CC)CCCC,J52-2F,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C(/C=C/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=CS3)=C2)C=C1,i-V-4F,8.64,0.8,0.53,3.64,https://doi.org/10.1021/acsaem.1c00467,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCC(CCCCCCCC)N1C2=CC(C3=CC=C(/C=C4C(=O)C5=CC(Br)=CC=C5C4=C(C#N)C#N)S3)=CC=C2C2=CC=C(C3=CC=C(/C=C4C(=O)C5=CC(Br)=CC=C5C4=C(C#N)C#N)S3)C=C21,C8IDT-Br,15.66,0.97,0.65,9.85,https://doi.org/10.1021/acsaem.1c00369,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCC1(CCCCCCCC)C2=CC(C3=CC=C(/C=C4C(=O)C5=CC(Br)=CC=C5C4=C(C#N)C#N)S3)=CC=C2C2=CC=C(C3=CC=C(/C=C4C(=O)C5=CC(Br)=CC=C5C4=C(C#N)C#N)S3)C=C21,F8IDT-Br,14.6,0.98,0.68,9.7,https://doi.org/10.1021/acsaem.1c00369,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C(CCCCCCCC)=C(/C=C3C(=O)C5=C(C=C(F)C(F)=C5)C3=C(C#N)C#N)S2)N(C(CCCCCCCC)CCCCCCCC)C2=C4C=C3C(=C2)C2=C(C4=C(S2)C(CCCCCCCC)=C(/C=C2C(=O)C5=C(C=C(F)C(F)=C5)C2=C(C#N)C#N)S4)C3(C2=CC=C(CCCCCCCC)C=C2)C2=CC=C(CCCCCCCC)C=C2)C=C1,DTTC-4F-C8,19.19,0.98,0.71,13.36,https://doi.org/10.1021/acsaem.1c00149,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=CC3=C(C=C21)N(C(CCCCCCCC)CCCCCCCC)C1=C3C=C2C(=C1)C1=C(C3=C(S1)C(CCCCCCCCC)=C(/C=C1C(=O)C4=C(C=C(Cl)C(Cl)=C4)C1=C(C#N)C#N)S3)C2(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1,DTTC-4Cl-C9,20.5,0.95,0.67,13.17,https://doi.org/10.1021/acsaem.1c00149,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,CCCCC(CC)COC1=C(C2=C(OCC(CC)CCCC)C(OCC(CC)CCCC)=C(C3=C(OCC(CC)CCCC)C=C(/C=C4C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S3)S2)SC(/C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1,AOT3,17.63,0.62,0.59,6.59,https://doi.org/10.1021/acsaem.0c02719,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,CCCCC(CC)COC1=C(/C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)SC(C2=C(OCC(CC)CCCC)C(OCC(CC)CCCC)=C(C3=C(OCC(CC)CCCC)C=C(/C=C4C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S3)S2)=C1,AOT2,10.5,0.7,0.54,4.06,https://doi.org/10.1021/acsaem.0c02719,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,CCCCC(CC)COC1=C(/C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)SC(C2=C(OCC(CC)CCCC)C(OCC(CC)CCCC)=C(C3=CC(OCC(CC)CCCC)=C(/C=C4C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S3)S2)=C1,AOT1,7.31,0.74,0.6,3.31,https://doi.org/10.1021/acsaem.0c02719,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCOC1=C(C2=CC3=C(S2)C2=C(C=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)C2=NSN=C2C(C2=CC3=C(S2)C2=C(C=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C1OC,BTCPDTO4,21.21,0.78,0.71,11.85,https://doi.org/10.1021/acsaem.0c02083,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(F)C(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C31)S2,BTCPDTF,15.29,0.71,0.68,7.32,https://doi.org/10.1021/acsaem.0c02083,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C13)S2,BTCPDT,15.7,0.69,0.67,7.22,https://doi.org/10.1021/acsaem.0c02083,,,,,,,,,,,
O=C1N(CC(CCCC)CC)C(C2=CC=CS2)=C3C1=C(C4=CC=C(C5=CC(F)=C(C6=C(F)C=C(C7=CC=C(C(N(CC(CCCC)CC)C8=O)=C9C8=C(C%10=CC=CS%10)N(CC(CCCC)CC)C9=O)S7)S6)S5)S4)N(CC(CCCC)CC)C3=O,DFDT(DPP)2,CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1C(=O)C4=C(C=C(F)C(F)=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1=C3SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1,IDIC-4F,16.83,0.86,0.65,9.43,https://doi.org/10.1021/acs.jpcc.9b06773,,,,,,,,,,,
CCCCCCCCC(CCCCCCCCCC)CC1=C([*])SC(C(C2=NSN=C2C(C3=CC=C(C4=CC=C(C(SC([*])=C5)=C5CC(CCCCCCCC)CCCCCCCCCC)S4)S3)=C6F)=C6F)=C1,PCE11,CCCCCCCCCCC1(CCCCCCCCCC)C2=C(C=CC(C3=CC=C(C=C4SC(SCCCCCC)=C(SCCCCCC)S4)C4=NSN=C34)=C2)C2=C1C=C(C1=CC=C(C=C3SC(SCCCCCC)=C(SCCCCCC)S3)C3=NSN=C13)C=C2,BAF-2HDT,13.69,0.76,0.53,5.51,https://doi.org/10.1021/acs.jpcc.6b07778,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCC(CC)CC1=CC=C(C2(C3=CC=C(CC(CC)CCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C7C=CC=CC7=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CC(CC)CCCC)C=C2)(C2=CC=C(CC(CC)CCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=C5C=CC=CC5=C4)C2=C(C#N)C#N)=C3)C=C1,IDTT8-N,20.9,0.94,0.72,14.1,https://doi.org/10.1021/acs.energyfuels.1c02470,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C7C=CC=CC7=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=C5C=CC=CC5=C4)C2=C(C#N)C#N)=C3)C=C1,IDTN,16.58,0.95,0.78,12.2,https://doi.org/10.1021/acs.energyfuels.1c02470,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=CC(Br)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=CC(Br)=C4)C2=C(C#N)C#N)=C3)C=C1,ITIC-2Br-????,19.01,0.89,0.71,12.05,https://doi.org/10.1021/acs.chemmater.9b02501,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC=C(S%10)CC(CC)CCCC,PBDB-T,CCCCCCC1=CC=C2C(=C1)C1=C(C=CC(CCCCCC)=C1)C21C2=CC3=C(C=C2C2=C1C=C(C1=C(SCC(CC)CCCC)C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=CS1)S2)C1(C2=CC=C(CCCCCC)C=C2C2=C1C=CC(CCCCCC)=C2)C1=C3SC(C2=C(SCC(CC)CCCC)C(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=CS2)=C1,IE4F-S,22.88,0.87,0.69,13.72,https://doi.org/10.1021/acs.chemmater.9b01175,,,,,,,,,,,
[*]C1=CC=C(C2=C(F)C(F)=C([*])C3=C2N=CC(CCC(CCCCCCCC)CCCCCC)=N3)S1,PTQ10,CCCCCCC1=CC=C2C(=C1)C1=C(C=CC(CCCCCC)=C1)C21C2=CC3=C(C=C2C2=C1C=C(C1=C(SCC(CC)CCCC)C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=CS1)S2)C1(C2=CC=C(CCCCCC)C=C2C2=C1C=CC(CCCCCC)=C2)C1=C3SC(C2=C(SCC(CC)CCCC)C(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=CS2)=C1,IE4F-S,19.67,1,0.62,12.2,https://doi.org/10.1021/acs.chemmater.9b01175,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C1=C(C=C(/C=C4C(=O)C5=C(C=C(Cl)S5)C4=C(C#N)C#N)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(C=C(Cl)S3)C1=C(C#N)C#N)=C2,C8-ITCC-Cl,17.9,0.95,0.73,12.4,https://doi.org/10.1021/acs.chemmater.9b00980,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C1=C(C=C(/C=C4C(=O)C5=C(C=CS5)C4=C(C#N)C#N)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(C=CS3)C1=C(C#N)C#N)=C2,C8-ITCC,16.1,1.04,0.63,10.5,https://doi.org/10.1021/acs.chemmater.9b00980,,,,,,,,,,,
