D_SMILES,D_name,A_SMILES,A_name,Jsc(mAcm-2),Voc(V),FF(%),PCE(%),DOI,,,,,,,,,,,
CCCCCCC(CC1=C(SC(C2=CC3=C(S2)C4=C(C5=NSN=C35)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(S7)C(C9=CC(F)=C(S9)CC(CCCCC)CCC)=C%10C=C(SC%10=C8C%11=CC(F)=C(S%11)CC(CCCCC)CCC)[*])=C1)[*])CCCC,D18,O=BC1=C(/C=C2/C(C3=C(C2=O)C=C(F)C(F)=C3)=C(C#N)/C#N)SC4=C1SC5=C4N(CC(CCCC)CC)C6=C5C7=NC(C=CC=C8)=C8N=C7C(C9=C%10C%11=C(S9)C(B=O)=C(S%11)/C=C%12/C(C%13=C(C%12=O)C=C(F)C(F)=C%13)=C(C#N)/C#N)=C6N%10CC(CCCC)CC,AQX-0F,23.2,0.96,0.735,16.4,https://doi.org/10.1016/j.joule.2024.01.005,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCCCC)CCCCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,EH-HD-4F,27.5,0.84,0.79,18.3,https://doi.org/10.1007/s11426-021-1013-0,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(C)C)C2=C1C1=NSN=C1C1=C2N(CC(CCCCCCCC)CCCCCCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,Bu-OD-4F,27,0.85,0.77,17.37,https://doi.org/10.1007/s11426-021-1013-0,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,Bo-4F,26.2,0.84,0.77,17.06,https://doi.org/10.1007/s11426-021-1013-0,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1N(CC(CC)CCCC)C1=C2C2=NN(CC(CC)CCCC)N=C2C2=C1N(CC(CC)CCCC)C1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCC,Y26,21.42,0.86,0.72,13.32,https://doi.org/10.1002/solr.202100281,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCC(CC)CN1N=C2C(=N1)C1=C(C3=C2C2=C(C=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)N3CC(CC)CCCC)N(CC(CC)CCCC)C2=C1SC(/C=C1C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,Y25,18.41,0.84,0.66,10.41,https://doi.org/10.1002/solr.202100281,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC=C4C(=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)S2)C=CC2=C4C3=C(C4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)S4)C2(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CC3=CC=C4C=C5C=CC(C)=CC5=CC4=C3)C=C2)C=C1,FTIC2,17.2,0.95,0.71,11.7,https://doi.org/10.1002/solr.202100163,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=CC5=C(C=C4C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C4C(=O)C6=C(C=C(F)C(F)=C6)C4=C(C#N)C#N)S3)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C5SC3=C2SC2=C3SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,FTIC1,13.8,0.94,0.68,8.98,https://doi.org/10.1002/solr.202100163,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C4C=CC(F)=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C4C=C(F)C(F)=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,BTP-C9-N4F,26.3,0.85,0.76,16.6,https://doi.org/10.1002/solr.202100008,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,BTP-C9-IC4F,25.7,0.82,0.76,15.9,https://doi.org/10.1002/solr.202100008,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,BTP-C9-N2F,24.4,0.89,0.72,15.5,https://doi.org/10.1002/solr.202100008,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-C11-N2F,23.7,0.9,0.7,14.9,https://doi.org/10.1002/solr.202100008,,,,,,,,,,,
[*]C1=CC=C(C2=C(F)C(F)=C([*])C3=C2N=CC(CCC(CCCCCCCC)CCCCCC)=N3)S1,PTQ10,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(F)C(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NCN=C31)S2,BFC-4F,20.5,0.81,0.72,12.05,https://doi.org/10.1002/solr.202000421,,,,,,,,,,,
[*]C1=CC=C(C2=C(F)C(F)=C([*])C3=C2N=CC(CCC(CCCCCCCC)CCCCCC)=N3)S1,PTQ10,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(OC)C(OC)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C31)S2,BOC-4F,14.41,0.88,0.61,7.76,https://doi.org/10.1002/solr.202000421,,,,,,,,,,,
CCC(CCCC)CC(S1)=CC=C1C2=C3C(SC([*])=C3)=C(C4=CC=C(CC(CCCC)CC)S4)C5=C2SC(C6=CC(CCCCCCCCCC)=C(C7=CC8=C(C(SC(C9=C(CCCCCCCCCC)C=C([*])S9)=C%10)=C%10C(N(CC(CCCCCCCC)CCCCCC)C8=O)=O)S7)S6)=C5,PBDTIBDTT,CCCCCCCCC(CCCCCCCC)CN1C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,4TC-4F-C8C8,18.61,0.9,0.72,12.06,https://doi.org/10.1002/solr.202000359,,,,,,,,,,,
CCC(CCCC)CC(S1)=CC=C1C2=C3C(SC([*])=C3)=C(C4=CC=C(CC(CCCC)CC)S4)C5=C2SC(C6=CC(CCCCCCCCCC)=C(C7=CC8=C(C(SC(C9=C(CCCCCCCCCC)C=C([*])S9)=C%10)=C%10C(N(CC(CCCCCCCC)CCCCCC)C8=O)=O)S7)S6)=C5,PBDTIBDTT,CCCCCCCCCCCCCCCCN1C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,4TC-4F-C16,16.12,0.91,0.65,9.53,https://doi.org/10.1002/solr.202000359,,,,,,,,,,,
CCC(CCCC)CC(S1)=CC=C1C2=C3C(SC([*])=C3)=C(C4=CC=C(CC(CCCC)CC)S4)C5=C2SC(C6=CC(CCCCCCCCCC)=C(C7=CC8=C(C(SC(C9=C(CCCCCCCCCC)C=C([*])S9)=C%10)=C%10C(N(CC(CCCCCCCC)CCCCCC)C8=O)=O)S7)S6)=C5,PBDTIBDTT,CCCCCCCCC(CCCCCCCC)CN1C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,4TC-4F-C6C8,6.75,0.84,0.42,2.38,https://doi.org/10.1002/solr.202000359,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(Br)C(Br)=C6)C5=C(C#N)C#N)[Se]2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2[Se]C(/C=C2C(=O)C4=C(C=C(Br)C(Br)=C4)C2=C(C#N)C#N)=C3)C=C1,TSeIC4Br,21.27,0.77,0.72,11.92,https://doi.org/10.1002/solr.202000212,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)[Se]2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2[Se]C(/C=C2C(=O)C4=C(C=C(Cl)C(Cl)=C4)C2=C(C#N)C#N)=C3)C=C1,TSeIC4Cl,20.92,0.74,0.72,11.13,https://doi.org/10.1002/solr.202000212,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4/C(=O)C5=CSC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC(F)=C(SC(CC)CCCC)S3)=C3C(=C2C2=C(F)C=C(SC(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2/C(=O)C4=CSC=C4C2=C(C#N)C#N)=C3)C=C1,BDTSF-IC,20.36,0.9,0.71,13.1,https://doi.org/10.1002/solr.202000071,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4/C(=O)C5=CSC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(C(CC)CCCC)S3)=C3C(=C2C2=CC=C(C(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2/C(=O)C4=CSC=C4C2=C(C#N)C#N)=C3)C=C1,BDTCH-IC,17.11,0.96,0.64,10.51,https://doi.org/10.1002/solr.202000071,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C(CCCCCC)=C(C=C3C(=O)N(CC)C(=S)N(CC)C3=O)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C=C2C(=O)N(CC)C(=S)N(CC)C2=O)=C3)C=C1,C6-IDTT-T,14.42,1.05,0.56,8.51,https://doi.org/10.1002/solr.202000061,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC=C(S5)CC(CC)CCCC)C6=C7SC(C(OCC(CC)CCCC)=O)=C(F)C7=C(S6)[*])S1,PTB7-Th,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C(CCCCCC)=C(/C=C3/C(=O)N(CC)C(=S)N(CC)C3O)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C=C2C(=O)N(CC)C(=S)N(CC)C2=O)=C3CCCCCC)C=C1,2C6-IDTT-T,13.32,1.07,0.53,7.52,https://doi.org/10.1002/solr.202000061,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC(Cl)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(S5)C6=C(C(C7=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C7C8=O)=O)C8=C(C9=CC=C([*])S9)S6)=C4)=C2C%10=CC(Cl)=C(S%10)CC(CC)CCCC,PBDB-T-2Cl,CCCCCCCCC(C)N1C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,4TCIC-4F,18.98,0.94,0.73,13.02,https://doi.org/10.1002/solr.201900417,,,,,,,,,,,
[*]C1=CC2=C(S1)C(C3=CC(Cl)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(S5)C6=C(C(C7=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C7C8=O)=O)C8=C(C9=CC=C([*])S9)S6)=C4)=C2C%10=CC(Cl)=C(S%10)CC(CC)CCCC,PBDB-T-2Cl,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,4TFIC-4F,16.56,0.93,0.73,11.24,https://doi.org/10.1002/solr.201900417,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCOC1=CC=C(C2(C3=CC=C(OCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(OCCCCCC)C=C2)(C2=CC=C(OCCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2/C(=O)C4=C(C=CC(F)=C4)C2=C(C#N)C#N)=C3)C=C1,POIT-IC4F,20.9,0.91,0.73,13.4,https://doi.org/10.1002/solr.201900169,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCOC1=CC=C(C2(C3=CC=C(OCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=O)C6=C(C=CC(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(OCCCCCC)C=C2)(C2=CC=C(OCCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2/C(=O)C4=C(C=CC(F)=C4)C2=C(C#N)C#N)=C3)C=C1,POIT-IC2F,18.6,0.97,0.68,11.9,https://doi.org/10.1002/solr.201900169,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C4C(SC(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C([*])S7)C8=NN(CC(CCCCCCCC)CCCCCC)N=C68)S5)=C4)=C2C9=CC=C(CC(CCCC)CC)S9)S1,J52,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=CS3)=C2)C=C1,i-IEICO,18.76,0.96,0.58,10.26,https://doi.org/10.1002/solr.201900169,,,,,,,,,,,
[*]C1=CC2=C(C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C(SC(C5=CC=C(C6=C(C7=C(S6)C8=CC=C(S8)[*])C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C7=O)=O)S5)=C4)=C2C%10=CC(F)=C(S%10)CC(CC)CCCC)S1,PM6,CCCCCCOC1=CC=C(C2(C3=CC=C(OCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(OCCCCCC)C=C2)(C2=CC=C(OCCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2/C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1,POIT-IC,16.1,1.04,0.6,9.7,https://doi.org/10.1002/solr.201900169,,,,,,,,,,,
[*]C1=CC2=C(C3=CC=C([Si](CCC)(CCC)CCC)S3)C(SC(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C([*])S6)C7=NN(CC(CCCCCCCC)CCCCCC)N=C75)S4)=C8)=C8C(C9=CC=C([Si](CCC)(CCC)CCC)S9)=C2S1,J71,CCCCCCCCN1N=C2C(/C=C/C3C(C#N)C(=C(C#N)C#N)OC3(C)C)=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC=C(/C=C/C6C(C#N)C(=C(C#N)C#N)OC6(C)C)C6=NN(CCCCCCCC)N=C46)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,BTA703,3.56,0.85,0.4,1.21,https://doi.org/10.1002/solr.201800332,,,,,,,,,,,
[*]C1=CC2=C(C3=CC=C([Si](CCC)(CCC)CCC)S3)C(SC(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C([*])S6)C7=NN(CC(CCCCCCCC)CCCCCC)N=C75)S4)=C8)=C8C(C9=CC=C([Si](CCC)(CCC)CCC)S9)=C2S1,J71,CCCCCCCCN1N=C2C(/C=C/C3=CC=C(C#N)C=C3)=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC=C(/C=C/C6=CC=C(C#N)C=C6)C6=NN(CCCCCCCC)N=C46)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,BTA701,0.21,1.32,0.25,0.07,https://doi.org/10.1002/solr.201800332,,,,,,,,,,,
